786.6919992	0.011229341
790.6329838	0.0172446
793.5904179	0.023284277
795.5710849	0.035461309
814.3670713	0.132804305
817.3516379	0.163295723
822.3575701	0.242641782
823.3546866	0.254843233
828.3538357	0.328076358
829.3577354	0.346390744
830.361635	0.36470513
832.3490851	0.382995096
833.366551	0.413535352
837.3753666	0.480679961
844.4230136	0.627219468
844.9656621	0.673054271
845.5015274	0.712776139
846.5257764	0.74942933
850.5617244	0.841025679
851.5791903	0.871565935
853.5937728	0.914307642
858.4794946	0.981320134
861.5164405	0.963015769
864.372128	0.877361421
865.2878473	0.816207651
865.7083999	0.752009624
867.1192859	0.693900112
867.5415343	0.631230318
868.4555578	0.568548315
868.8218455	0.455446807
869.7239986	0.382067167
869.8732269	0.516551738
871.6368345	0.333114849
872.0709532	0.281142691
873.4750562	0.216920245
873.5089717	0.24748492
874.424691	0.18633115
877.307511	0.125128542
881.2010138	0.088353255
887.041268	0.033190325
892.4270541	0.011660747
900.7702743	-0.003829154
910.5989948	-0.010186281
938.1384047	-0.010870018
