585.0952267	0.007417951
595.906971	0.037361935
598.8677968	0.04645808
601.3453262	0.063207603
603.334472	0.083025804
605.8136972	0.101303561
606.8108138	0.113505012
610.3075049	0.162323025
610.8196294	0.180649621
613.3175081	0.215737949
615.8323446	0.266108615
616.8667683	0.311931209
617.8910173	0.3485844
619.4121288	0.389810083
620.9739389	0.467713376
623.0156538	0.534906823
626.0612683	0.620414656
627.6620813	0.733467325
628.1436819	0.724285713
628.1674227	0.745680986
628.1809889	0.757906856
629.2323704	0.819011787
629.2459366	0.831237657
630.0409558	0.912508953
634.3230913	0.974769535
635.7492393	0.930414127
637.1516465	0.864663447
637.1618212	0.873832849
638.0164925	0.757662664
638.9186456	0.684283024
638.9322118	0.696508895
638.9695189	0.730130037
639.8174071	0.607846917
639.8275818	0.61701632
639.8920213	0.675089203
640.705994	0.522241408
641.5911893	0.43357943
643.4667181	0.351005969
643.4768927	0.360175371
644.3485219	0.259287524
644.3586965	0.268456927
645.2710243	0.20424669
645.2811989	0.213416092
646.2104844	0.164488193
646.6920849	0.15530658
649.0954838	0.084449668
656.8837016	0.032791478
663.7482047	0.014281739
679.6286433	0.000932983
688.2835314	0.000718103
