415.893515	0.020435373
415.893515	0.020435373
428.282858	0.105711223
435.8528042	0.279746728
435.8935028	0.316424338
436.8872278	0.325569322
437.9487839	0.395843656
438.4286886	0.38513381
440.5331472	0.508871906
442.0796954	0.573021095
442.6342143	0.629553535
443.1378599	0.640238961
443.1921247	0.689142442
444.1960244	0.707456827
444.2401146	0.747190905
444.7437602	0.757876332
445.2474058	0.768561759
445.2982791	0.814408772
445.3084538	0.823578174
446.2680674	0.896381935
447.9301242	0.970227567
448.4388572	0.985497695
451.8643256	0.97012989
452.3086191	0.927327135
453.2480792	0.887568639
453.2786032	0.915076846
456.1442818	0.796826388
456.5090574	0.723962159
456.9346973	0.664348833
456.9787875	0.704082911
456.9889621	0.713252313
458.7593528	0.535928359
458.8237923	0.594001242
459.6818552	0.480887524
459.7293369	0.523678069
460.1583684	0.467121211
460.600966	0.422790222
462.0186352	0.370793645
463.9263837	0.317256625
464.3927222	0.294320909
465.8409154	0.269832541
466.3055581	0.245368591
467.7469681	0.214767287
469.6665871	0.171927903
471.1215633	0.153552469
479.8717699	0.061638671
480.8417541	0.049388382
485.7391565	0.030927481
487.7028657	0.027822175
489.6597917	0.018603934
492.6104428	0.018530676
498.0064035	0.006170501
538.8237433	0.005157105
